"扁霖老ID","矫焙备内靛","矫焙备疙","醚积劝牢备荐","郴惫牢积劝牢备荐","厘扁眉幅寇惫牢牢备荐","窜扁眉幅寇惫牢牢备荐","老弥措牢备荐","老弥家牢备荐","林埃牢备荐(09~18)","具埃牢备荐(19~08)","老弥措捞悼牢备荐","辑匡寇蜡涝牢备荐","悼老磊摹备青沥悼埃捞悼牢备荐","磊摹备埃捞悼牢备荐"
"20190903","11290","己合备","467208.44110","446270.07960","16955.33660","3983.02500","493451.36720","438777.30250","444700.24410","483285.72470","223115.80050","36702.33450","95013.39320","91400.07280"
"20190902","11290","己合备","463677.46450","443660.35390","16136.63880","3880.47180","487999.68230","437675.74670","441293.25130","479666.18820","220207.21530","35270.11020","95110.82460","89826.28050"
"20190901","11290","己合备","457665.33430","438621.59460","15147.00890","3896.73070","481999.38660","430699.58180","440658.34860","469813.18120","178689.31650","26113.14980","92070.56290","60505.60380"
"20190831","11290","己合备","445425.45840","427753.86080","14308.13680","3363.46090","473104.42010","413066.70350","424046.47370","460696.16180","168744.93530","26078.25260","80922.47230","61744.21040"
"20190830","11290","己合备","440672.48200","423499.20390","14024.94510","3148.33300","477335.91630","405116.06950","412350.85720","460902.21400","185415.65950","24465.70060","85487.97370","75461.98520"
"20190829","11290","己合备","444928.48310","427831.66460","13774.60690","3322.21160","479161.46340","409141.58170","415983.82580","465603.23830","183344.41780","23125.05900","86431.11690","73788.24190"
"20190828","11290","己合备","444605.83390","427524.16570","13770.07760","3311.59050","478451.92050","409183.60670","415425.69750","465448.78840","188487.14940","24947.53870","87455.08140","76084.52930"
"20190827","11290","己合备","443642.91610","426560.40940","13716.85500","3365.65170","474634.03880","407978.15290","415725.44910","463583.96400","187980.80900","23912.14100","88647.70970","75420.95830"
"20190826","11290","己合备","439599.42110","422732.26980","13673.13390","3194.01740","472262.16650","402003.20430","409955.52350","460773.63360","186084.82460","23880.36000","88056.51140","74147.95320"
"20190825","11290","己合备","447037.02860","430356.56230","13609.69050","3070.77580","469153.51040","422700.50590","431350.71040","458241.54160","166387.89810","23752.32870","84778.46220","57857.10720"
"20190824","11290","己合备","440612.80420","424959.72090","12888.29300","2764.79030","466231.02990","411481.28420","420938.34750","454665.98750","172355.93230","27820.89430","81293.99140","63241.04660"
"20190823","11290","己合备","436077.28280","419989.23310","13262.25020","2825.79960","472441.56770","399450.85240","407953.93460","456165.38870","182085.26910","23880.11080","85220.87150","72984.28680"
"20190822","11290","己合备","436912.93290","420829.72510","13350.57210","2732.63570","470887.40660","399681.53480","407403.97270","457990.76170","184798.58560","24128.18780","87357.19100","73313.20680"
"20190821","11290","己合备","438442.59250","422230.02570","13390.98520","2821.58170","471351.48600","401989.57820","410191.27570","458622.10460","185455.67140","24376.56180","86854.46770","74224.64190"
"20190820","11290","己合备","437468.71760","421561.08420","13051.77490","2855.85850","470972.59960","400248.51460","407773.59790","458679.51730","185592.59940","23996.03220","87407.81070","74188.75650"
"20190819","11290","己合备","436454.43490","421021.17700","12805.37630","2627.88160","468200.04280","399034.72010","407299.76330","457279.20030","183608.98400","23538.40540","87942.75620","72127.82240"
"20190818","11290","己合备","441667.67030","426270.85800","12708.66730","2688.14490","464960.56560","416392.79760","425025.68370","453554.80360","163457.60830","22708.71080","84930.19110","55818.70640"
"20190817","11290","己合备","432008.26510","416945.03690","12519.32030","2543.90790","457518.37040","402079.84000","411892.09050","446376.96130","160359.06610","22017.52350","80702.20710","57639.33550"
"20190816","11290","己合备","430210.19160","414799.71430","12671.81030","2738.66710","461819.66220","397472.50140","405184.03070","448086.02090","177164.09880","23293.97510","84184.51570","69685.60800"
"20190815","11290","己合备","441130.00900","425730.63120","12717.35970","2682.01810","461691.87740","411145.59680","423463.19500","453749.16180","156595.69460","20342.54920","82200.59200","54052.55340"
"20190814","11290","己合备","427616.66380","412896.47330","12422.32320","2297.86730","465267.91340","392901.99580","398560.44610","448371.10510","176950.80460","22923.95350","84908.20990","69118.64120"
"20190813","11290","己合备","427995.24860","413570.14120","12207.16110","2217.94630","462514.39060","391159.40620","398134.25810","449324.52760","178540.26170","22344.58150","86370.61980","69825.06040"
"20190812","11290","己合备","430633.70770","416192.74590","12347.56230","2093.39950","467226.37270","393326.37580","400880.76470","451885.80980","172801.32020","21340.82690","85212.48890","66248.00440"
"20190811","11290","己合备","437853.11920","423565.03430","12136.14440","2151.94050","462610.41780","414059.83650","421632.41140","449439.33910","160713.98910","22377.62960","84344.03540","53992.32410"
"20190810","11290","己合备","428569.32710","414445.15640","11956.58250","2167.58820","456877.36890","398369.02630","407577.66500","443563.37150","159744.40170","22333.05060","81057.60220","56353.74890"
"20190809","11290","己合备","425699.71300","411404.17660","12137.30060","2158.23580","465133.54220","388773.66350","395896.88570","446987.44680","173515.82510","22609.26680","84062.37130","66844.18700"
"20190808","11290","己合备","430333.14930","416009.57940","12092.18680","2231.38320","466850.16800","393000.62820","400568.45270","451593.64690","180209.49710","23148.39830","87622.14760","69438.95120"
"20190807","11290","己合备","433208.18040","418750.41190","12106.07370","2351.69490","465975.07880","397340.91210","405171.31360","453234.51390","176324.50770","22336.67070","86500.48330","67487.35370"
"20190806","11290","己合备","427323.16700","413180.80770","12037.95890","2104.40040","461972.22890","391631.87730","397712.47460","448473.66170","176540.13630","23120.79750","85863.14250","67556.19630"
"20190805","11290","己合备","422696.56950","408675.31660","12016.29810","2004.95480","457348.78730","386377.63830","392852.04250","444014.08890","171303.98620","22202.48160","84076.47020","65025.03440"
"20190804","11290","己合备","429497.57710","415506.96690","11866.41910","2124.19110","454605.87730","402648.04030","412616.49550","441555.49250","157733.61590","23295.62240","81428.18910","53009.80440"
"20190803","11290","己合备","423871.43890","409596.99060","12008.69430","2265.75400","448663.55750","396306.06710","404681.44500","437578.57740","160499.04820","26359.70120","77105.97860","57033.36840"
"20190802","11290","己合备","420597.37580","405949.02830","12180.06130","2468.28610","458712.60310","385511.02960","392537.89990","440639.85850","170663.04370","22893.30940","80613.46340","67156.27090"
"20190801","11290","己合备","427731.52650","413093.56020","12304.56910","2333.39730","464715.18360","390570.76750","398458.66200","448640.71550","176037.32350","23663.85370","83694.12980","68679.34000"
"20190731","11290","己合备","432419.75600","417484.58620","12376.54290","2558.62680","466782.53070","397356.81960","404623.79520","452274.01360","169981.88860","23076.21100","79625.17960","67280.49800"
"20190730","11290","己合备","421724.13930","406704.72850","12598.97550","2420.43540","460665.45150","388611.15370","395931.63920","440147.35370","174076.14850","24299.99990","81550.44970","68225.69890"
"20190729","11290","己合备","405876.71080","391286.48190","12064.71040","2525.51850","442248.19470","368063.23880","375548.94210","427539.40270","160640.70060","21963.86070","76366.61250","62310.22740"
"20190728","11290","己合备","422276.74190","407790.67120","12069.21960","2416.85110","438645.92910","401001.15700","409588.48410","431339.78330","141561.30750","21068.89050","73444.09650","47048.32050"
"20190727","11290","己合备","413649.46130","399633.02150","11768.60630","2247.83350","440374.26720","384349.64910","393880.32960","427770.26960","144866.55490","20225.42000","72903.25130","51737.88360"
"20190726","11290","己合备","410773.58300","396299.98080","12037.90920","2435.69300","444675.39780","378656.41110","384967.06760","429206.80830","157028.65610","21019.82350","74748.74990","61260.08270"
"20190725","11290","己合备","413101.91810","398653.30090","12062.92390","2385.69330","447789.82700","376141.91820","384083.38570","433829.44120","160842.75130","21055.47590","76183.15930","63604.11610"
"20190724","11290","己合备","412813.86470","398240.04970","12245.72670","2328.08830","446672.60230","377674.14570","383997.62800","433396.89090","163594.56440","21199.89170","77788.76830","64605.90440"
"20190723","11290","己合备","411429.63540","397062.13510","12323.94340","2043.55680","446921.54240","375783.32280","381597.29350","432738.45100","162853.18580","21337.86960","76479.45870","65035.85750"
"20190722","11290","己合备","414593.35740","400026.83660","12318.94040","2247.58030","450310.40670","378991.86720","384981.76390","435744.49560","163927.54240","21149.22420","77493.53250","65284.78570"
"20190721","11290","己合备","426702.90300","411493.34800","12339.16650","2870.38850","448198.87990","401185.28900","411347.78010","437670.84790","146920.79300","21652.75280","75219.00600","50049.03420"
"20190720","11290","己合备","418513.87180","403934.06060","12006.39710","2573.41410","442329.78520","391269.34940","400188.46810","431603.44590","145552.47550","20644.55060","72369.43380","52538.49110"
"20190719","11290","己合备","410680.10290","395946.79330","12488.68930","2244.62030","447985.74970","376417.61720","382167.67450","431046.12330","161416.06750","20909.50450","75613.67370","64892.88930"
"20190718","11290","己合备","413679.02530","398795.71960","12830.36140","2052.94420","449017.04360","376769.98990","384101.89700","434805.54550","165103.75150","21072.96210","76922.82620","67107.96320"
"20190717","11290","己合备","413203.24930","398213.32910","12942.09380","2047.82640","447396.42550","377802.87880","384279.45940","433863.09920","166410.05450","20828.63630","77675.38280","67906.03540"
"20190716","11290","己合备","414970.08010","400077.93380","12903.43580","1988.71050","450759.74800","380916.75290","386208.34850","435514.17410","166413.25890","21050.71320","77106.72820","68255.81750"
"20190715","11290","己合备","417011.49590","401709.51740","13116.87180","2185.10670","450989.77400","380901.02110","387608.45020","438013.67140","164301.16970","20009.36180","78225.88790","66065.92000"
"20190714","11290","己合备","423424.95820","408239.88830","13143.55270","2041.51720","447720.20940","398225.09750","408200.62420","434299.48240","149392.90720","21791.84980","74962.61910","52638.43830"
"20190713","11290","己合备","415801.17690","401093.54170","12670.94420","2036.69100","442569.18600","386461.11010","396025.53130","429926.63800","149646.87060","22460.75030","72615.34250","54570.77780"
"20190712","11290","己合备","409828.06110","395154.10160","12753.00460","1920.95490","449153.27400","374082.52700","380741.06320","430604.48830","164274.48400","20912.07190","76514.98590","66847.42620"
"20190711","11290","己合备","414494.32090","399162.17260","13117.55050","2214.59790","449441.74460","377204.57460","385486.45360","435214.22610","166583.17780","20772.82150","78213.13120","67597.22510"
"20190710","11290","己合备","415341.35120","399434.93760","13548.83060","2357.58290","449666.64110","379066.48050","386157.73320","436186.79260","167450.76990","20490.44130","78307.02180","68653.30680"
"20190707","11290","己合备","419288.12530","403659.05860","13329.98390","2299.08280","444472.30110","395577.83080","404314.95110","429983.24970","153976.10130","22689.11750","78708.10490","52578.87890"
"20190706","11290","己合备","409085.81890","393242.46320","13564.53880","2278.81690","437241.14800","382157.10300","389559.80140","423032.97430","150483.45730","21648.73030","73885.04100","54949.68600"
"20190705","11290","己合备","406602.18650","390507.37950","13813.35530","2281.45170","443760.20260","373899.82320","379525.22880","425942.87050","166291.56550","20376.78530","78070.78650","67843.99370"
"20190704","11290","己合备","410596.22470","394068.60740","13959.44590","2568.17150","444226.23180","378706.54970","382911.24380","430371.21110","170276.66760","21253.99230","80229.12850","68793.54680"
"20190703","11290","己合备","415334.42710","398667.00320","13946.94010","2720.48370","448339.39560","382292.67570","387825.51230","434983.65190","169553.81330","20725.62120","80478.38030","68349.81180"
"20190702","11290","己合备","420281.15990","402919.77600","14172.91110","3188.47290","454846.41330","386263.41430","392348.57020","440233.00970","173307.28370","20712.42320","82488.16920","70106.69130"
"20190701","11290","己合备","422059.56820","404136.92520","14378.08140","3544.56160","454557.40280","386996.45880","394394.56140","441820.28730","174170.66470","20116.50090","83711.09350","70343.07030"
"20190630","11290","己合备","430613.78620","413733.00220","14040.79770","2839.98630","451607.96890","406582.57690","415488.26900","441417.72700","155135.51680","22921.07370","78230.15060","53984.29250"
"20190629","11290","己合备","424042.44750","407242.05560","14025.33040","2775.06140","452444.40900","393115.77230","404657.94750","437888.51890","155702.79680","22727.05580","76111.66850","56864.07250"
"20190628","11290","己合备","420445.06310","403278.91660","14350.23090","2815.91570","456583.31010","386401.76380","393523.88270","439674.47770","171091.86300","22309.68680","79471.63070","69310.54550"
"20190627","11290","己合备","427608.65860","410375.44090","14661.96760","2571.25020","462927.42170","392957.92260","399397.59290","447759.41990","175262.13730","21978.33880","82308.75950","70975.03900"
"20190626","11290","己合备","424635.39320","406874.21930","14907.93250","2853.24150","458959.40520","393867.24190","399634.89420","442492.89250","180149.28510","22635.47790","84469.68000","73044.12720"
"20190625","11290","己合备","427568.73830","409712.20920","15001.13810","2855.39090","465295.34070","391825.09260","398281.55860","448488.15240","179061.41460","22817.34830","83468.75870","72775.30760"
"20190624","11290","己合备","428230.06020","410487.78050","15314.17980","2428.10000","465805.94080","390666.41250","397697.46090","450039.05970","177206.20650","22135.97660","84161.42970","70908.80020"
"20190623","11290","己合备","439709.63830","421938.71510","15372.26230","2398.66090","461445.75020","412180.34510","422605.09830","451927.16690","159375.03310","23673.25400","80823.94270","54877.83640"
"20190622","11290","己合备","435725.09540","417722.12630","15541.51860","2461.45040","463910.51150","404851.11710","414875.08940","450617.95680","163503.65820","24863.49060","78349.30870","60290.85890"
"20190621","11290","己合备","443925.58600","425345.43930","16304.55490","2275.59190","481307.08570","408845.94880","416341.40300","463628.57390","176640.08080","20972.53200","83061.12600","72606.42280"
"20190620","11290","己合备","452047.88110","432573.32610","17092.57900","2381.97600","487375.22950","420307.74630","425400.58780","471081.66210","191876.26120","24366.16920","87174.90760","80335.18440"
"20190619","11290","己合备","450399.87400","430587.34560","17362.53080","2449.99760","481903.00600","420931.38110","426228.40650","467665.20800","193189.85390","23672.35030","88652.33880","80865.16480"
"20190618","11290","己合备","438750.52200","419039.46970","17261.76180","2449.29050","468331.71920","406112.98660","412989.22210","457151.45050","185778.26060","22578.04110","85975.13710","77225.08240"
"20190617","11290","己合备","439164.05630","419431.25040","17134.66250","2598.14340","468523.61080","410446.60120","414676.98140","456654.82410","190982.94420","24226.83640","86292.94750","80463.16030"
"20190616","11290","己合备","442242.62350","423509.33750","16568.10330","2165.18270","465748.03760","415887.58810","426007.73070","453838.97560","160141.28760","21951.27210","82705.62350","55484.39200"
"20190615","11290","己合备","437725.41440","419123.14130","16551.45660","2050.81650","461417.78830","411614.63750","419646.98270","450638.57990","168190.13400","25553.22200","80392.85040","62244.06160"
"20190614","11290","己合备","434997.78500","415991.81030","17111.29040","1894.68440","467485.13160","407080.53820","411045.48530","452106.57050","187835.01720","23777.58610","84251.39620","79806.03490"
"20190613","11290","己合备","441167.36750","421629.89260","17638.92200","1898.55300","469434.68430","414750.34760","418640.07100","457258.29360","197671.58510","25860.38450","86370.17790","85441.02270"
"20190612","11290","己合备","442076.07310","422677.89860","17714.51460","1683.65990","470036.12980","416969.88650","419976.01820","457861.82670","197941.94040","26130.55080","86591.27820","85220.11140"
"20190611","11290","己合备","442234.66000","422724.06360","17716.30190","1794.29440","470057.52730","417241.65300","420315.82860","457890.96810","198725.84500","26061.64490","86380.54630","86283.65380"
"20190610","11290","己合备","442090.81200","423283.01960","17136.12350","1671.66890","468894.60330","416924.86680","420149.05210","457763.49780","197622.95440","25075.26000","87895.83550","84651.85890"
"20190609","11290","己合备","442489.30830","423913.44110","16737.93680","1837.93040","466418.59880","419469.55110","428886.61860","452205.51520","161755.53500","21837.65880","84264.86980","55653.00640"
"20190608","11290","己合备","427937.83520","409615.38460","16537.57740","1784.87320","456507.67090","396945.23910","406817.24960","443023.96770","164802.60380","22928.09310","80214.99490","61659.51580"
"20190607","11290","己合备","432706.60910","413952.34370","16801.19760","1953.06780","459392.73960","408308.08010","413353.65690","446530.14650","184344.65730","24277.94760","84243.20460","75823.50510"
"20190606","11290","己合备","438863.68080","420225.64590","16778.80820","1859.22670","463351.40280","407091.58640","418679.68110","453280.82340","161716.98860","20079.87950","82202.83740","59434.27170"
"20190605","11290","己合备","437764.70460","418746.69880","17396.69150","1621.31430","467929.81320","412990.59260","416740.16890","452782.23000","202104.68220","27176.78310","86481.98950","88445.90960"
"20190604","11290","己合备","439234.11730","420305.22960","17512.56080","1416.32690","466460.68780","413962.23950","417540.38770","454729.63840","203359.74230","27318.55680","88111.91590","87929.26960"
"20190603","11290","己合备","440291.88510","421389.77240","17282.28720","1619.82560","471024.59560","413632.73580","416606.73030","457209.85280","200276.53250","26101.86290","87844.94930","86329.72030"
"20190602","11290","己合备","444328.48970","425846.58460","16802.64130","1679.26380","466444.94430","420177.30380","429023.12290","455260.89450","168421.15680","23635.23590","86176.07120","58609.84970"
"20190601","11290","己合备","437328.46890","418762.17100","16515.92260","2050.37540","464585.32610","408029.02570","418030.87500","451112.46460","171102.85150","24577.67500","82897.35590","63627.82060"
"20190531","11290","己合备","436538.67990","417303.95150","17165.76440","2068.96410","467089.20800","407514.87340","412305.86130","453847.83610","191806.96160","24984.51010","85507.51740","81314.93410"
"20190530","11290","己合备","444057.04930","424234.39420","17462.03290","2360.62220","470664.24490","417212.79820","422175.01700","459687.07230","200498.69680","26742.41710","86868.32980","86887.94990"
"20190529","11290","己合备","444774.81480","424659.57200","17460.77520","2654.46760","474773.29300","419590.81080","422854.79970","460431.96840","202771.46380","27181.44750","86816.41470","88773.60160"
"20190528","11290","己合备","446113.39690","426478.70530","17641.86010","1992.83150","473879.86190","418976.59080","424380.06480","461637.20560","204376.05040","27389.34310","88269.33060","88717.37670"
"20190527","11290","己合备","448035.80940","429019.60360","17126.82550","1889.38030","474950.35330","422353.17420","426661.26620","463303.34030","195841.60500","25042.42850","87530.14270","83269.03380"
"20190526","11290","己合备","449559.17780","430803.32430","16810.02280","1945.83070","470518.44700","424263.74350","433820.17700","460801.32130","169911.12740","25626.51250","84614.69540","59669.91950"
"20190525","11290","己合备","447519.65770","428347.51860","17010.39480","2161.74430","469596.86150","423572.80890","430524.84470","459658.80990","182781.72490","30686.04360","82839.36190","69256.31940"
"20190524","11290","己合备","440787.39810","421413.59020","17195.35020","2178.45780","473007.65170","411197.88550","415839.43260","458607.37350","194141.53510","25669.55730","85492.58650","82979.39130"
"20190523","11290","己合备","444021.41590","424561.75840","17329.84550","2129.81200","472902.21920","418169.00140","422133.11750","459655.91480","202833.56750","27417.95620","87149.83430","88265.77700"
"20190522","11290","己合备","448183.61720","428516.52890","17661.24860","2005.83980","477135.84880","422375.09310","425679.45550","464258.01850","204497.45820","27425.02120","87583.00680","89489.43020"
"20190521","11290","己合备","449233.68300","429342.19390","17799.56670","2091.92240","477212.13250","421935.27200","426757.63640","465288.00200","205781.00030","27676.12510","89293.31270","88811.56250"
"20190520","11290","己合备","448178.93270","428276.36260","17502.33750","2400.23260","476638.14430","419667.14980","424678.45490","464964.98820","201458.42500","26948.68010","89033.21880","85476.52610"
"20190519","11290","己合备","451974.59760","432815.45090","16780.30230","2378.84430","473326.87520","432786.64660","439507.40170","460879.73750","168195.28740","25166.68530","83877.79300","59150.80910"
"20190518","11290","己合备","439305.01290","420846.68230","16587.91990","1870.41080","467297.57440","409385.50230","419186.84140","453675.13540","171574.48680","24630.29150","82303.95340","64640.24190"
"20190517","11290","己合备","436967.47850","417911.27630","17045.48960","2010.71270","470585.75140","407476.22070","412849.18050","454194.83430","194319.74110","25537.68440","86042.10220","82739.95450"
"20190516","11290","己合备","441558.57650","422123.48450","17313.16070","2121.93130","470540.62050","416357.48170","419174.50150","457547.20160","204025.36400","27338.62360","88071.25090","88615.48950"
"20190515","11290","己合备","447338.28040","427021.31690","17761.59170","2555.37190","477309.89590","421390.70970","425284.25230","463091.15770","204965.35690","27586.84500","87735.22280","89643.28910"
"20190514","11290","己合备","448300.97140","428758.44770","17719.63810","1822.88550","475358.78850","421680.69990","426166.23460","464111.49760","206945.48840","27305.54440","89929.05490","89710.88910"
"20190513","11290","己合备","447360.28530","428532.30160","17212.27760","1615.70610","474816.25810","420167.77150","424745.43880","463513.74700","203512.64230","26690.08060","89839.13370","86983.42800"
"20190512","11290","己合备","449016.41250","430804.36740","16492.73540","1719.30980","470346.33660","421403.13360","435903.18880","458383.00090","182527.46190","28791.56010","87183.28780","66552.61400"
"20190511","11290","己合备","437378.95770","419359.88360","16107.31580","1911.75830","465506.14600","406237.01630","416861.36170","452034.38350","177410.68010","27749.08680","83442.21940","66219.37390"
"20190510","11290","己合备","435965.07180","417919.36710","16250.61860","1795.08600","470004.01860","406822.93290","411486.43290","453449.81380","199813.85620","25349.54760","89258.32330","85205.98530"
"20190509","11290","己合备","442720.83680","424200.34710","16741.03430","1779.45540","471170.49690","417145.49900","420988.30130","458244.07660","207856.52860","27529.18700","90327.10880","90000.23280"
"20190508","11290","己合备","445927.34120","427372.64790","16821.13290","1733.56040","471490.25240","421993.40110","425373.01230","460609.00460","213897.10080","27953.89690","92914.62620","93028.57770"
"20190507","11290","己合备","442151.22500","423661.39030","16576.97470","1912.86010","466833.89310","417353.31090","421348.32240","457010.44120","209458.17280","27695.78890","91709.77720","90052.60670"
"20190506","11290","己合备","430018.70140","411893.40940","16192.03950","1933.25260","462092.62820","399426.69630","411011.36760","443595.36850","173144.99500","22584.28290","88080.59860","62480.11350"
"20190505","11290","己合备","414699.11820","397237.77400","15493.52090","1967.82320","439919.08510","379565.22800","394073.08400","429431.99980","168616.92700","28115.24840","81682.71310","58818.96550"
"20190504","11290","己合备","420489.66170","403025.73170","15445.95760","2017.97240","457167.20480","384073.05170","396934.19660","437314.99390","165912.81040","25904.69290","79491.95540","60516.16210"
"20190503","11290","己合备","435813.94650","417513.37700","16144.96740","2155.60210","472156.24300","407494.08130","412265.78030","452634.06530","198657.48280","25477.03320","88143.11350","85037.33610"
"20190502","11290","己合备","446603.01080","427821.19410","16737.98360","2043.83310","475395.61760","420394.78230","424529.97780","462369.46290","209343.58260","27063.62220","91547.88950","90732.07090"
"20190501","11290","己合备","453772.91320","435105.89570","16726.94650","1940.07100","471624.08930","432707.86220","438990.00760","464332.13150","197944.75220","23359.87310","92299.33070","82285.54840"
"20190430","11290","己合备","443608.07100","424785.54310","16771.72800","2050.79990","473848.00480","417661.04820","421537.04740","459373.08790","217268.41130","28739.48150","94380.10920","94148.82060"
"20190429","11290","己合备","444970.49130","426512.07980","16604.41850","1853.99300","473995.67510","416285.77500","421171.78710","461969.56570","215724.70060","28723.87740","94962.59210","92038.23110"
"20190428","11290","己合备","447021.52650","429339.32760","15659.57080","2022.62810","468779.05720","418482.58410","430087.81450","459117.03500","181913.46690","24662.58010","92757.54920","64493.33760"
"20190427","11290","己合备","438032.18840","420546.42980","15483.29470","2002.46390","471268.39980","400437.42550","413800.17160","455340.77180","182838.32470","25178.96420","89723.61250","67935.74800"
"20190426","11290","己合备","443703.37970","425444.17630","16421.38120","1837.82220","477365.85980","414359.93880","420053.93670","460595.83890","206919.50890","25615.64980","93885.33480","87418.52430"
"20190425","11290","己合备","447689.14250","429343.05240","16680.31210","1665.77810","478671.82120","418847.04170","423505.63220","464963.07850","211487.98270","26263.84740","95377.23810","89846.89720"
"20190424","11290","己合备","451689.22110","432922.79940","16969.37370","1797.04800","487455.77400","420117.08340","424542.28770","471079.88780","216989.96020","27402.14640","96546.62090","93041.19290"
"20190423","11290","己合备","456065.01070","437068.79710","17121.39510","1874.81840","486218.61910","426179.22190","431012.85590","473959.40690","218588.89990","27792.20130","97423.67900","93373.01960"
"20190422","11290","己合备","458432.12010","439394.79840","17049.64550","1987.67620","488742.35340","429280.09730","433898.11470","475956.40980","221080.39150","27891.93270","98836.94520","94351.51360"
"20190421","11290","己合备","463081.29160","444282.31070","16559.98140","2238.99940","485161.06710","436254.67890","446580.38270","474867.65510","188289.53810","24537.42830","96498.83980","67253.27000"
"20190420","11290","己合备","455333.59580","436542.52320","16631.82980","2159.24280","482021.05970","422010.16850","433983.06430","470583.97550","190035.85720","25341.35230","93814.55860","70879.94630"
"20190419","11290","己合备","455599.78290","436648.97620","17064.85490","1885.95180","492915.10090","424713.93150","429871.77230","473976.93330","215263.85670","26176.55600","97068.43290","92018.86780"
"20190418","11290","己合备","460095.77610","440870.07920","17226.01870","1999.67830","490059.42490","431424.60160","436814.89760","476724.97500","226913.30560","28714.74360","100585.32030","97613.24170"
"20190417","11290","己合备","461073.09590","441864.34200","17317.80830","1890.94560","491278.45910","432246.61230","437463.56180","477937.04880","228577.40590","29526.28650","99036.36140","100014.75800"
"20190416","11290","己合备","460785.10980","441849.20780","17335.15940","1600.74250","489022.10900","431859.95720","437115.13250","477692.23640","228244.87920","29438.19020","100493.21080","98313.47820"
"20190415","11290","己合备","459489.95030","440497.63120","17057.02850","1935.29060","488251.89470","430026.33700","435049.94470","476947.09720","224892.99130","28471.78070","99966.50340","96454.70720"
"20190414","11290","己合备","465812.06330","447101.11490","16584.80290","2126.14550","485342.84110","444116.21870","453534.51670","474581.73940","185007.65250","23868.45330","96335.85440","64803.34480"
"20190413","11290","己合备","449672.91020","431505.36870","16215.89590","1951.64560","480213.65740","411943.64100","425762.24500","466751.95680","188869.12900","25353.77820","92539.81790","70975.53290"
"20190412","11290","己合备","453193.68050","434383.49960","16772.74920","2037.43170","488333.96720","423855.87840","428406.76510","470898.62020","218415.42130","27525.59760","97059.65900","93830.16470"
"20190411","11290","己合备","462169.38840","442451.00680","17571.38520","2146.99640","491070.83140","435299.94070","439756.24480","478178.77670","228998.72730","29347.00630","99145.92900","100505.79200"
"20190410","11290","己合备","464311.10420","444780.00450","17475.96120","2055.13850","489912.09740","439020.54460","443666.76230","479057.06270","228100.52870","30042.36690","99060.51800","98997.64380"
"20190409","11290","己合备","461561.55850","442197.05030","17430.49740","1934.01070","488661.41260","432861.56370","438280.06990","478191.19330","227463.42670","29502.42720","99996.50290","97964.49660"
"20190408","11290","己合备","460112.60800","441097.12560","17024.61610","1990.86630","488613.76830","431745.68220","436506.02830","476974.45060","226753.43160","29197.67150","100131.21250","97424.54760"
"20190407","11290","己合备","459532.00600","441502.76930","16155.23860","1873.99810","484362.48050","420324.51440","437152.50200","475517.36600","188339.98430","24773.96340","97115.95970","66450.06120"
"20190406","11290","己合备","453710.47320","435435.31360","16437.03890","1838.12070","481016.45780","421634.60970","432591.75300","468795.27330","187714.34210","24331.85760","93913.95520","69468.52930"
"20190405","11290","己合备","455432.42480","436298.22680","16770.16370","2364.03430","489262.76050","426247.10440","431488.52930","472535.20730","217196.62850","27442.03660","96850.47690","92904.11500"
"20190404","11290","己合备","462224.62240","442952.48920","17155.83300","2116.30030","489802.09150","435641.52960","440157.43150","477986.90170","228788.08020","29424.82030","100124.23910","99239.02080"
"20190403","11290","己合备","462844.72870","443573.30020","17219.57140","2051.85710","489258.23980","438797.57860","441685.75720","477958.27970","232035.92950","29753.48040","100639.68060","101642.76850"
"20190402","11290","己合备","463779.34830","444350.94630","17407.52660","2020.87550","492806.71550","435863.52020","440936.69720","480095.52770","230144.17590","29087.94120","101212.31250","99843.92220"
"20190401","11290","己合备","460398.08900","441426.62540","16986.17310","1985.29050","493658.13770","432788.35390","438023.71460","476379.78510","230276.58620","28459.46710","102507.53250","99309.58660"
"20190331","11290","己合备","463538.30710","445154.79780","16419.64260","1963.86670","485415.25570","437156.94220","447344.68240","475105.18180","166423.67980","25782.73740","83203.81070","57437.13170"
"20190330","11290","己合备","458208.55130","439822.94570","16504.78350","1880.82210","480076.48390","431542.23120","440943.50920","470540.72430","169837.67710","28102.54790","80019.00990","61716.11930"
"20190329","11290","己合备","454608.29460","436149.14890","16696.74040","1762.40530","489286.50290","424797.27310","430215.20870","472031.92730","199152.82000","32990.61850","84030.47280","82131.72870"
"20190328","11290","己合备","463786.65010","444502.72210","17278.31420","2005.61380","491989.05820","437213.49420","442552.02170","478954.24170","209585.64770","36521.12790","85742.64760","87321.87220"
"20190327","11290","己合备","465048.45000","445853.07130","17409.49690","1785.88180","491601.30200","441306.10470","444871.12510","479460.82490","211291.21410","37947.16980","85843.30440","87500.73990"
"20190326","11290","己合备","463631.01520","444714.41610","17183.83870","1732.76040","490315.70460","438151.85100","442177.38250","478955.03860","210815.00560","37485.42170","86167.44660","87162.13730"
"20190325","11290","己合备","464322.86400","445438.21800","17171.63450","1713.01160","490032.09820","439280.11710","442986.62840","479563.03230","209553.02070","36300.77210","87366.54100","85885.70760"
"20190324","11290","己合备","466237.54220","447759.81370","16539.37530","1938.35320","486978.26930","437407.81780","449649.52070","478086.12900","170760.96300","26480.74790","84692.81180","59587.40330"
