"扁霖老ID","矫焙备内靛","矫焙备疙","醚积劝牢备荐","郴惫牢积劝牢备荐","厘扁眉幅寇惫牢牢备荐","窜扁眉幅寇惫牢牢备荐","老弥措牢备荐","老弥家牢备荐","林埃牢备荐(09~18)","具埃牢备荐(19~08)","老弥措捞悼牢备荐","辑匡寇蜡涝牢备荐","悼老磊摹备青沥悼埃捞悼牢备荐","磊摹备埃捞悼牢备荐"
"20180730","11290","己合备","433777.33340","417664.75050","13231.49820","2881.08470","473126.94610","392519.81600","401805.78710","456614.15220","187761.82550","24890.85060","88234.70850","74636.26640"
"20180729","11290","己合备","443331.02590","427614.99800","13029.65170","2686.37620","468165.75760","415468.43550","425381.89050","456151.83690","169622.63150","23976.54480","86917.04870","58729.03800"
"20180728","11290","己合备","436164.19390","420473.91200","13094.01140","2596.27050","464393.66600","405897.35690","415190.81490","451145.17890","169461.40530","23142.89660","83651.32000","62667.18870"
"20180727","11290","己合备","429356.19910","413542.25540","13170.32520","2643.61850","469822.16170","393168.22210","399912.19780","450387.62870","187609.71310","24093.79010","87640.44970","75875.47330"
"20180726","11290","己合备","434725.51800","418984.92190","13163.79010","2576.80600","476035.31890","396396.68290","403240.61120","457214.73720","193879.82650","23458.42420","93434.02470","76987.37760"
"20180725","11290","己合备","441845.05210","425969.69060","13267.88090","2607.48060","479713.69550","405603.81520","411925.80180","463215.94520","199556.46530","24510.01880","94503.24870","80543.19780"
"20180724","11290","己合备","442616.46940","426573.58250","13347.24570","2695.64120","479348.40050","405571.40820","411909.01760","464550.36350","199566.59460","24173.59650","95101.72470","80291.27340"
"20180723","11290","己合备","444139.90030","428042.53120","13488.61610","2608.75300","481325.45550","407296.36280","413136.50830","466285.18030","197531.27370","23691.85070","95307.32590","78532.09710"
"20180722","11290","己合备","451305.28340","436024.58850","12941.67660","2339.01830","476967.82740","427347.54340","434831.69950","463072.12900","178521.28120","23716.88380","93421.82050","61382.57690"
"20180721","11290","己合备","442791.45710","427545.03130","13047.88850","2198.53730","472914.60640","411826.88370","421647.83220","457894.04630","178718.93330","24264.54280","89928.40420","64525.98630"
"20180720","11290","己合备","439266.19040","423685.83990","13332.79620","2247.55430","479315.22210","404729.66020","409465.00960","460552.74810","196644.52650","23720.94940","93175.93080","79747.64630"
"20180719","11290","己合备","443481.40180","427056.17450","14001.59750","2423.62980","482321.12890","406034.38680","412315.97050","465742.42410","201025.50680","23355.42390","94971.58790","82698.49500"
"20180718","11290","己合备","444501.93040","428175.06540","13876.39770","2450.46740","484044.00090","404903.49660","412015.30710","467706.66140","202184.88820","23116.78860","96788.88150","82279.21810"
"20180717","11290","己合备","446580.40300","430188.67880","14062.60310","2329.12110","483236.85350","410007.32040","415881.24180","468508.37520","203636.12050","23339.35690","96178.27380","84118.48980"
"20180716","11290","己合备","448502.02080","432120.40600","14052.67480","2328.94010","484768.38810","412235.33950","417989.27880","470296.83660","203550.41440","23426.45830","97448.88810","82675.06800"
"20180715","11290","己合备","455477.98270","439684.82140","13505.26540","2287.89590","480397.83650","426822.21980","437631.80110","468225.25530","182195.31390","24591.48330","94766.65700","62837.17360"
"20180714","11290","己合备","447223.83610","430612.71670","14116.44720","2494.67210","476669.04990","416151.11500","425323.19270","462867.15280","184515.99720","25958.92280","90927.23760","67629.83680"
"20180713","11290","己合备","442291.27250","425981.48710","14250.79120","2058.99420","483852.08590","404406.09500","411202.61520","464497.45630","200447.17220","23767.09250","94276.17050","82403.90920"
"20180712","11290","己合备","447906.78670","431310.35390","14453.75920","2142.67360","485901.29750","408569.48960","416695.48060","470200.57670","206464.38220","23739.63620","97216.86710","85507.87890"
"20180711","11290","己合备","448347.38330","431515.49000","14475.90460","2355.98870","485753.40440","410571.33870","417782.91230","470179.14830","205091.29420","23774.05660","97753.63180","83563.60580"
"20180710","11290","己合备","446799.10680","429588.75270","14696.65980","2513.69440","486343.94850","405864.52210","414641.64920","469768.71940","203686.58370","22968.17870","98157.81430","82560.59070"
"20180709","11290","己合备","450514.24610","433010.27880","14798.81830","2705.14900","485097.28030","413858.76470","420488.84740","471960.95940","202425.66680","22785.60280","97463.21410","82176.84990"
"20180708","11290","己合备","453665.45010","436843.44170","14125.05810","2696.95030","479375.16660","424214.62000","435362.76370","466738.79760","182668.01710","24930.92950","95710.19670","62026.89090"
"20180707","11290","己合备","446251.37880","429643.71760","14067.02480","2540.63640","478074.67790","415817.83370","425011.12040","461422.99200","184948.47970","27235.61070","90952.95920","66759.90980"
"20180706","11290","己合备","442651.85540","425614.38780","14694.01810","2343.44950","486364.73900","404185.36810","411289.63660","465053.44030","201715.11120","23436.47530","95991.24530","82287.39060"
"20180705","11290","己合备","447651.27760","430451.97280","14619.50620","2579.79860","485886.07420","410981.01570","417404.53710","469256.09230","200371.86080","22978.26430","96709.51770","80684.07880"
"20180704","11290","己合备","448746.35960","431406.98680","14755.90180","2583.47100","486861.65660","411333.57770","417876.03970","470796.58800","204891.73000","23318.31600","97822.44390","83750.97010"
"20180703","11290","己合备","450723.21270","433136.86990","14654.46810","2931.87470","487389.38540","414402.89120","420275.67820","472471.45160","203024.55070","23185.11020","96188.12840","83651.31210"
"20180702","11290","己合备","454876.74900","436865.72050","14670.59420","3340.43430","488237.87530","419186.58590","425965.64760","475527.53570","199628.99200","22422.64000","96181.53550","81024.81650"
"20180701","11290","己合备","469236.21070","451463.31990","14531.81610","3241.07470","484221.11110","452601.16440","459792.29300","475981.86620","176809.76940","23514.23170","93050.57440","60244.96330"
"20180630","11290","己合备","453602.08150","436098.32090","14429.90290","3073.85780","478459.50980","421579.23390","433395.64390","468035.25130","174603.58170","22717.88470","88548.86490","63336.83210"
"20180629","11290","己合备","445177.82100","427581.28800","14597.40880","2999.12430","484151.32720","409612.99680","415928.45640","466070.22440","196576.16420","24167.73290","91504.27400","80904.15730"
"20180628","11290","己合备","449058.59110","430985.09420","14839.76210","3233.73490","483977.10990","413043.27610","419897.76090","469887.75560","199433.06870","24115.04360","92739.34950","82578.67560"
"20180627","11290","己合备","448459.53590","430492.66710","14962.92540","3003.94340","484775.08590","411975.85340","418179.95420","470087.80860","201163.44350","24096.10850","93941.36420","83125.97080"
"20180626","11290","己合备","452677.69160","434155.23030","15288.18110","3234.28010","483548.74810","421057.78960","425714.30320","471937.25470","196222.79230","23647.08660","92442.01150","80133.69420"
"20180625","11290","己合备","449230.78540","430579.54070","15351.12160","3300.12320","486669.05070","412046.72420","417735.57850","471727.36170","200590.29030","24298.31190","94400.17310","81891.80530"
"20180624","11290","己合备","460417.36790","442699.15210","15186.30690","2531.90890","483524.30700","435666.38360","444734.07700","471619.71850","179432.38290","25772.33780","92220.33470","61439.71040"
"20180623","11290","己合备","452302.68070","434725.06840","15546.64260","2030.96970","482459.16260","417827.06690","430202.24320","468088.70740","178166.28320","24717.20510","88386.69830","65062.37980"
"20180622","11290","己合备","450733.34750","432434.11440","16464.99560","1834.23750","493505.41950","413993.07320","420481.99860","472341.45390","199367.00730","23520.85890","92114.76730","83731.38110"
"20180621","11290","己合备","458851.79150","439540.80260","17462.47940","1848.50940","496019.67650","424760.46110","429903.15220","479529.39090","207920.12470","24415.13880","95474.66930","88030.31660"
"20180620","11290","己合备","462924.02120","443342.58230","17658.20020","1923.23870","496987.76620","430624.46460","435717.10540","482357.53260","213851.82530","26176.40430","96263.83200","91411.58900"
"20180619","11290","己合备","464959.01180","444917.78420","18054.11730","1987.11040","497729.01530","433757.21350","438179.70380","484087.08900","214103.51350","26119.86390","96066.49520","91917.15440"
"20180618","11290","己合备","468186.40400","448086.63800","18108.09780","1991.66830","498563.47090","438521.50340","442453.05400","486567.36840","216546.06580","26845.49500","96999.44460","92701.12620"
"20180617","11290","己合备","471185.44120","451185.03570","17766.70300","2233.70250","493762.24820","446741.13670","455730.55130","482224.64840","183343.99500","23680.91440","94456.20460","65206.87600"
"20180616","11290","己合备","461105.50730","441679.60290","17411.83030","2014.07410","490478.00100","428762.09980","439315.42080","476669.85490","183138.13300","23119.63910","90235.35690","69783.13700"
"20180615","11290","己合备","460582.75220","440890.34250","17826.70370","1865.70600","497274.70250","427522.38470","433353.25950","480032.38980","208954.24360","24221.45390","94760.83000","89971.95970"
"20180614","11290","己合备","469564.33920","449430.04990","18150.82330","1983.46610","498167.38630","443281.32270","446767.59930","485847.72480","220743.91870","27530.51310","96986.96910","96226.43650"
"20180613","11290","己合备","476153.31680","456269.18660","17878.74350","2005.38670","495251.22000","449674.80080","459504.41070","488045.39260","187206.52370","19191.17300","96810.42990","71204.92080"
"20180612","11290","己合备","468788.27740","448302.11480","18396.51010","2089.65240","499340.31630","444142.05290","446727.87860","484545.70510","223476.37460","28681.25400","96758.94870","98036.17190"
"20180611","11290","己合备","472236.36350","451908.24700","18390.79050","1937.32600","498680.90280","446131.54510","449815.18000","488251.49450","221708.55040","28183.51480","98279.96270","95245.07290"
"20180610","11290","己合备","473645.39470","453873.72860","17616.98840","2154.67760","494484.72920","446954.72980","458126.94380","484730.00240","184399.04290","23419.04410","95326.35640","65653.64240"
"20180609","11290","己合备","463118.89840","443973.25390","17206.18730","1939.45730","489835.24550","433064.82980","442944.37680","477529.27100","187098.16480","24504.42080","92403.38450","70190.35950"
"20180608","11290","己合备","461202.64060","441635.63520","17617.41780","1949.58760","495110.24520","432233.41350","436381.05510","478932.34460","215593.06010","26631.65120","96193.20150","92768.20740"
"20180607","11290","己合备","466897.67440","446703.55860","17988.46560","2205.65020","495429.26960","438251.55190","443710.89090","483459.66260","225198.22050","28873.38910","97794.31830","98530.51310"
"20180606","11290","己合备","472000.88680","452058.78210","17902.67680","2039.42790","493503.78100","439491.04170","450883.58290","487084.67520","184069.69900","19182.17270","96045.55650","68841.96980"
"20180605","11290","己合备","467055.75420","447009.48720","17897.10700","2149.16000","496333.63490","442382.76220","445532.54370","482429.47590","225159.92640","28754.07020","97061.98620","99343.87000"
"20180604","11290","己合备","469791.95970","449749.35230","17885.10550","2157.50190","498112.03680","442773.74600","446969.49560","486093.71980","225876.82720","28363.64100","99386.21080","98126.97540"
"20180603","11290","己合备","467118.74000","447720.57770","17101.87560","2296.28670","492810.45590","440361.16300","449963.35950","479372.58310","184975.39480","23278.83620","96420.61460","65275.94400"
